param N := 16;
param M := 1;
param Q := 2;

#--- Objective function

param c := 
	1 1
	2 1
	3 1
	4 1
	5 1
	6 1
	7 1
	8 1
	9 1
	10 1
	11 1
	12 1
	13 1
	14 1
	15 1
	16 1
;

param d := 
	1 1
;

#--- Constraint 1
param coefx : 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 :=
	1 35775.190074 26668.720247 50501.075402 42395.125510 22591.740751 20092.040630 19072.234338 17563.692275 53337.440493 50501.075402 42395.125510 45183.481502 40184.081261 38144.468677 35127.384550 84659.929886
	2 12758.276129 6310.633662 7927.313320 4742.189408 1751.944450 1278.651674 791.701190 319.694471 12621.267323 7927.313320 4742.189408 3503.888900 2557.303348 1583.402379 639.388942 0.000000;

param coefy : 1 :=
	1 16384.000000
	2 0.000000;

